id,continent,gadm_level_0,gadm_level_1,gadm_level_2,region_custom,region_detail,iso_2,iso_3,taxa,kingdom,phylum,class,order,family,source_name,source_link,language,year
1801,Europe,Germany,Thüringen,,,,DE,DEU,Leiodidae,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,"Rote Liste der Aaskäfer, Nestkäfer, Poch- und Diebskäfer, Scheinbockkäfer, Düsterkäfer, Schwarzkäfer (Insecta: Coleoptera: Silphidae, Leiodidae pt., Ptinidae, Oedemeridae, Melandryidae, Tenebrionidae) und weiterer Käferfamilien Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/kaefer,German,2011
1802,Europe,Germany,Thüringen,,,,DE,DEU,Ptinidae,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,"Rote Liste der Aaskäfer, Nestkäfer, Poch- und Diebskäfer, Scheinbockkäfer, Düsterkäfer, Schwarzkäfer (Insecta: Coleoptera: Silphidae, Leiodidae pt., Ptinidae, Oedemeridae, Melandryidae, Tenebrionidae) und weiterer Käferfamilien Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/kaefer,German,2011
1803,Europe,Germany,Thüringen,,,,DE,DEU,Oedemeridae,Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,"Rote Liste der Aaskäfer, Nestkäfer, Poch- und Diebskäfer, Scheinbockkäfer, Düsterkäfer, Schwarzkäfer (Insecta: Coleoptera: Silphidae, Leiodidae pt., Ptinidae, Oedemeridae, Melandryidae, Tenebrionidae) und weiterer Käferfamilien Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/kaefer,German,2011
1804,Europe,Germany,Thüringen,,,,DE,DEU,Melandryidae,Animalia,Arthropoda,Insecta,Coleoptera,Melandryidae,"Rote Liste der Aaskäfer, Nestkäfer, Poch- und Diebskäfer, Scheinbockkäfer, Düsterkäfer, Schwarzkäfer (Insecta: Coleoptera: Silphidae, Leiodidae pt., Ptinidae, Oedemeridae, Melandryidae, Tenebrionidae) und weiterer Käferfamilien Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/kaefer,German,2011
1805,Europe,Germany,Thüringen,,,,DE,DEU,Tenebrionidae,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,"Rote Liste der Aaskäfer, Nestkäfer, Poch- und Diebskäfer, Scheinbockkäfer, Düsterkäfer, Schwarzkäfer (Insecta: Coleoptera: Silphidae, Leiodidae pt., Ptinidae, Oedemeridae, Melandryidae, Tenebrionidae) und weiterer Käferfamilien Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/kaefer,German,2011
1806,Europe,Germany,Thüringen,,,,DE,DEU,Buprestidae,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Rote Liste der Prachtkäfer (Insecta: Coleoptera: Buprestidae) Thüringens 2009,https://tlubn.thueringen.de/naturschutz/rote-listen/kaefer,German,2009
1807,Europe,Germany,Thüringen,,,,DE,DEU,Meloidae,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste der Ölkäfer (Insecta: Coleoptera: Meloidae) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/kaefer,German,2010
1808,Europe,Germany,Thüringen,,,,DE,DEU,Cerambycidae,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Rote Liste der Bockkäfer (Insecta: Coleoptera: Cerambycidae) Thüringens 2011,https://tlubn.thueringen.de/naturschutz/rote-listen/kaefer,German,2011
1809,Europe,Germany,Thüringen,,,,DE,DEU,Chrysomelidae,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Rote Liste der Blattkäfer (Insecta: Coleoptera: Chrysomelidae) Thüringens 2011,https://tlubn.thueringen.de/naturschutz/rote-listen/kaefer,German,2011
1810,Europe,Germany,Thüringen,,,,DE,DEU,Butterflies,Animalia,Arthropoda,Insecta,Lepidoptera,,Rote Liste der Tagfalter (Insecta: Lepidoptera: Papilionoidea) Thüringens 2019,https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2019
1811,Europe,Germany,Thüringen,,,,DE,DEU,Zygaenidae,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Rote Liste der Widderchen (Insecta: Lepidoptera: Zygaenidae) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2020
1812,Europe,Germany,Thüringen,,,,DE,DEU,Bombycidae,Animalia,Arthropoda,Insecta,Lepidoptera,Bombycidae,"Rote Liste der Spinner und Schwärmer (Insecta: Lepidoptera: Hepialidae, Limacodidae, Cossidae, Thyrididae, Lasiocampidae, Endromidae, Saturniidae, Lemoniidae, Sphingidae, Drepanidae, Notodontinae, Lymantriidae, Arctiidae) Thüringens 2019",https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2019
1813,Europe,Germany,Thüringen,,,,DE,DEU,Hawk Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,"Rote Liste der Spinner und Schwärmer (Insecta: Lepidoptera: Hepialidae, Limacodidae, Cossidae, Thyrididae, Lasiocampidae, Endromidae, Saturniidae, Lemoniidae, Sphingidae, Drepanidae, Notodontinae, Lymantriidae, Arctiidae) Thüringens 2019",https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2019
1814,Europe,Germany,Thüringen,,,,DE,DEU,Noctuidae,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,"Rote Liste der Eulenfalter (Insecta: Lepidoptera: Nolidae, Erebidae, Noctuidae) Thüringens 2019",https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2019
1815,Europe,Germany,Thüringen,,,,DE,DEU,Pantheidae,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,"Rote Liste der Eulenfalter (Insecta: Lepidoptera: Nolidae, Erebidae, Noctuidae) Thüringens 2019",https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2019
1816,Europe,Germany,Thüringen,,,,DE,DEU,Nolidae,Animalia,Arthropoda,Insecta,Lepidoptera,Nolidae,"Rote Liste der Eulenfalter (Insecta: Lepidoptera: Nolidae, Erebidae, Noctuidae) Thüringens 2019",https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2019
1817,Europe,Germany,Thüringen,,,,DE,DEU,Geometridae,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Rote Liste der Spanner (Insecta: Lepidoptera: Geometridae) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2020
1818,Europe,Germany,Thüringen,,,,DE,DEU,Sessidae,Animalia,Arthropoda,Insecta,Lepidoptera,,Rote Liste der Glasflugler (Lepidoptera: Sesiidae) Thuringens,https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2001
1819,Europe,Germany,Thüringen,,,,DE,DEU,Psychidae,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Rote Liste der Sacktrager (Lepidoptera: Psychidae) Thuringens,https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2001
1820,Europe,Germany,Thüringen,,,,DE,DEU,Butterflies,Animalia,Arthropoda,Insecta,Lepidoptera,,Rote Liste der Tagfalter (Insecta: Lepidoptera: Papilionoidea et Hesperioidea) Thüringens 2011,https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2011
1821,Europe,Germany,Thüringen,,,,DE,DEU,Zygaenidae,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Rote Liste der Widderchen (Insecta: Lepidoptera: Zygaenidae) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2010
1822,Europe,Germany,Thüringen,,,,DE,DEU,Bombycidae,Animalia,Arthropoda,Insecta,Lepidoptera,Bombycidae,"Rote Liste der Spinner und Schwärmer (Insecta: Lepidoptera: Hepialidae, Limacodidae, Cossidae, Thyrididae, Lasiocampidae, Endromidae, Saturniidae, Lemoniidae, Sphingidae, Drepanidae, Notodontidae, Lymantriidae, Arctiidae) Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2011
1823,Europe,Germany,Thüringen,,,,DE,DEU,Hawk Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,"Rote Liste der Spinner und Schwärmer (Insecta: Lepidoptera: Hepialidae, Limacodidae, Cossidae, Thyrididae, Lasiocampidae, Endromidae, Saturniidae, Lemoniidae, Sphingidae, Drepanidae, Notodontidae, Lymantriidae, Arctiidae) Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2011
1824,Europe,Germany,Thüringen,,,,DE,DEU,Noctuidae,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,"Rote Liste der Eulenfalter (Insecta: Lepidoptera: Noctuidae, Pantheidae, Nolidae) Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2011
1825,Europe,Germany,Thüringen,,,,DE,DEU,Pantheidae,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,"Rote Liste der Eulenfalter (Insecta: Lepidoptera: Noctuidae, Pantheidae, Nolidae) Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2011
1826,Europe,Germany,Thüringen,,,,DE,DEU,Nolidae,Animalia,Arthropoda,Insecta,Lepidoptera,Nolidae,"Rote Liste der Eulenfalter (Insecta: Lepidoptera: Noctuidae, Pantheidae, Nolidae) Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2011
1827,Europe,Germany,Thüringen,,,,DE,DEU,Geometridae,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Rote Liste der Spanner (Insecta: Lepidoptera: Geometridae) Thüringens 2011,https://tlubn.thueringen.de/naturschutz/rote-listen/schmetterlinge,German,2011
1828,Europe,Germany,Thüringen,,,,DE,DEU,Auchenorrhyncha,Animalia,Arthropoda,Insecta,Hemiptera,,Rote Liste der Zikaden (Insecta: Hemiptera: Auchenorrhyncha) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2020
1829,Europe,Germany,Thüringen,,,,DE,DEU,Cimbicidae,Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"Rote Liste der Keulhornblattwespen, Holzwespen und Schwertwespen (Insecta: Hymenoptera: Cimbicidae, Siricidae, Xiphydriidae) Thüringens 2019",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2019
1830,Europe,Germany,Thüringen,,,,DE,DEU,Siricidae,Animalia,Arthropoda,Insecta,Hymenoptera,Siricidae,"Rote Liste der Keulhornblattwespen, Holzwespen und Schwertwespen (Insecta: Hymenoptera: Cimbicidae, Siricidae, Xiphydriidae) Thüringens 2019",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2019
1831,Europe,Germany,Thüringen,,,,DE,DEU,Xiphydriidae,Animalia,Arthropoda,Insecta,Hymenoptera,Xiphydriidae,"Rote Liste der Keulhornblattwespen, Holzwespen und Schwertwespen (Insecta: Hymenoptera: Cimbicidae, Siricidae, Xiphydriidae) Thüringens 2019",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2019
1832,Europe,Germany,Thüringen,,,,DE,DEU,Bees,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste der Bienen (Insecta: Hymenoptera: Apiformes) Thüringens 2001,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2001
1833,Europe,Germany,Thüringen,,,,DE,DEU,Bees,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste der Bienen (Insecta: Hymenoptera: Apiformes) Thüringens 2021,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2021
1834,Europe,Germany,Thüringen,,,,DE,DEU,Ampulicidae,Animalia,Arthropoda,Insecta,Hymenoptera,Ampulicidae,"Rote Liste der Grabwespen (Insecta: Hymenoptera: Ampulicidae, Sphecidae, Crabronidae) Thüringens 2021",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2021
1835,Europe,Germany,Thüringen,,,,DE,DEU,Sphecidae,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,"Rote Liste der Grabwespen (Insecta: Hymenoptera: Ampulicidae, Sphecidae, Crabronidae) Thüringens 2021",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2021
1836,Europe,Germany,Thüringen,,,,DE,DEU,Crabronidae,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,"Rote Liste der Grabwespen (Insecta: Hymenoptera: Ampulicidae, Sphecidae, Crabronidae) Thüringens 2021",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2021
1837,Europe,Germany,Thüringen,,,,DE,DEU,Ants,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste der Ameisen (Insecta: Hymenoptera: Formicidae) Thüringens 2019,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2019
1838,Europe,Germany,Thüringen,,,,DE,DEU,Dolichopodidae,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Rote Liste der Langbeinfliegen (Insecta: Diptera: Dolichopodidae) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2020
1839,Europe,Germany,Thüringen,,,,DE,DEU,Aquatic Empididae,Animalia,Arthropoda,Insecta,Diptera,,"Rote Liste der aquatischen Tanzfliegen (Insecta: Diptera: Brachystomatidae, Empididae – Clinocerinae und Hemerodromiinae) Thüringens 2010",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1840,Europe,Germany,Thüringen,,,,DE,DEU,Orthoptera,Animalia,Arthropoda,Insecta,Orthoptera,,Rote Liste der Heuschrecken (Insecta: Orthoptera) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2020
1841,Europe,Germany,Thüringen,,,,DE,DEU,Earwigs,Animalia,Arthropoda,Insecta,Dermaptera,,Rote Liste der Ohrwürmer (Insecta: Dermaptera) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2020
1842,Europe,Germany,Thüringen,,,,DE,DEU,Scale Insect,Animalia,Arthropoda,Insecta,Hemiptera,,Rote Liste der wild lebenden Schildläuse (Insecta: Coccina) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2020
1843,Europe,Germany,Thüringen,,,,DE,DEU,Heteroptera,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Rote Liste der Wanzen (Insecta: Heteroptera) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2020
1844,Europe,Germany,Thüringen,,,,DE,DEU,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,Rote Liste der Webspinnen (Arachnida: Araneae) Thuringens 2001,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2001
1845,Europe,Germany,Thüringen,,,,DE,DEU,Hoverflies,Animalia,Arthropoda,Insecta,Diptera,,Rote Liste der Schwebfliegen (Diptera: Syrphidae) Thuringens 2001,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2001
1846,Europe,Germany,Thüringen,,,,DE,DEU,Pediciidae,Animalia,Arthropoda,Insecta,Diptera,Pediciidae,Rote Liste der Stelzmucken (Diptera: Limoniidae et Peticiidae) Thuringens 2001,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2001
1847,Europe,Germany,Thüringen,,,,DE,DEU,Limoniidae,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rote Liste der Stelzmucken (Diptera: Limoniidae et Peticiidae) Thuringens 2001,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2001
1848,Europe,Germany,Thüringen,,,,DE,DEU,Psychodidae,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Rote Liste der Schmetterlingsmücken (Insecta: Diptera: Psychodidae) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1849,Europe,Germany,Thüringen,,,,DE,DEU,Cockroaches,Animalia,Arthropoda,Insecta,Blattodea,,"Rote Liste der Wildschaben (Insecta: Blattoptera, Ectobiinae) Thüringens 2020",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2020
1850,Europe,Germany,Thüringen,,,,DE,DEU,Auchenorrhyncha,Animalia,Arthropoda,Insecta,Hemiptera,,Rote Liste der Zikaden (Insecta: Hemiptera: Auchenorrhyncha) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1851,Europe,Germany,Thüringen,,,,DE,DEU,Cimbicidae,Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,"Rote Liste der Keulhornblattwespen, Holzwespen und Schwertwespen (Insecta: Hymenoptera: Cimbicidae, Siricidae, Xiphydriidae) Thüringens 2010",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1852,Europe,Germany,Thüringen,,,,DE,DEU,Siricidae,Animalia,Arthropoda,Insecta,Hymenoptera,Siricidae,"Rote Liste der Keulhornblattwespen, Holzwespen und Schwertwespen (Insecta: Hymenoptera: Cimbicidae, Siricidae, Xiphydriidae) Thüringens 2010",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1853,Europe,Germany,Thüringen,,,,DE,DEU,Xiphydriidae,Animalia,Arthropoda,Insecta,Hymenoptera,Xiphydriidae,"Rote Liste der Keulhornblattwespen, Holzwespen und Schwertwespen (Insecta: Hymenoptera: Cimbicidae, Siricidae, Xiphydriidae) Thüringens 2010",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1854,Europe,Germany,Thüringen,,,,DE,DEU,Bees,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste der Bienen (Insecta: Hymenoptera: Apidae) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1855,Europe,Germany,Thüringen,,,,DE,DEU,Ampulicidae,Animalia,Arthropoda,Insecta,Hymenoptera,Ampulicidae,"Rote Liste der Grabwespen (Insecta: Hymenoptera: Ampulicidae, Sphecidae, Crabronidae) Thüringens 2010",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1856,Europe,Germany,Thüringen,,,,DE,DEU,Sphecidae,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,"Rote Liste der Grabwespen (Insecta: Hymenoptera: Ampulicidae, Sphecidae, Crabronidae) Thüringens 2010",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1857,Europe,Germany,Thüringen,,,,DE,DEU,Crabronidae,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,"Rote Liste der Grabwespen (Insecta: Hymenoptera: Ampulicidae, Sphecidae, Crabronidae) Thüringens 2010",https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1858,Europe,Germany,Thüringen,,,,DE,DEU,Ants,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste der Ameisen (Insecta: Hymenoptera: Formicidae) Thüringens 2011,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2011
1859,Europe,Germany,Thüringen,,,,DE,DEU,Dolichopodidae,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Rote Liste der Langbeinfliegen (Insecta: Diptera: Dolichopodidae) Thüringens 2011,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2011
1860,Europe,Germany,Thüringen,,,,DE,DEU,Orthoptera,Animalia,Arthropoda,Insecta,Orthoptera,,Rote Liste der Heuschrecken (Insecta: Orthoptera) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1861,Europe,Germany,Thüringen,,,,DE,DEU,Earwigs,Animalia,Arthropoda,Insecta,Dermaptera,,Rote Liste der Ohrwürmer (Insecta: Dermaptera) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1862,Europe,Germany,Thüringen,,,,DE,DEU,Scale Insect,Animalia,Arthropoda,Insecta,Hemiptera,,Rote Liste der wildlebenden Schildläuse (Insecta: Coccina) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1863,Europe,Germany,Thüringen,,,,DE,DEU,Heteroptera,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Rote Liste der Wanzen (Insecta: Heteroptera) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1864,Europe,Germany,Thüringen,,,,DE,DEU,Cockroaches,Animalia,Arthropoda,Insecta,Blattodea,,Rote Liste der Wildschaben (Insecta: Blattoptera) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/sonstige-wirbellose,German,2010
1865,Europe,Germany,Thüringen,,,,DE,DEU,Ferns,Plantae,Tracheophyta,Polypodiopsida,,,Rote Liste der Farn- und Blütenpflanzen (Pteridophyta et Spermatophyta) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2020
1866,Europe,Germany,Thüringen,,,,DE,DEU,Flowering Plant,Plantae,Tracheophyta,,,,Rote Liste der Farn- und Blütenpflanzen (Pteridophyta et Spermatophyta) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2020
1867,Europe,Germany,Thüringen,,,,DE,DEU,Bryophytes,Plantae,,,,,Rote Liste der Moose (Bryophyta) Thüringens 2019,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2019
1868,Europe,Germany,Thüringen,,,,DE,DEU,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Rote Liste der Armleuchteralgen (Charophyceae) Thüringens 2019,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2019
1869,Europe,Germany,Thüringen,,,,DE,DEU,Red Algae,Plantae,,,,,Rote Liste der Süßwasser-Rotalgen (Rhodophyceae) Thüringens 2018,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2018
1870,Europe,Germany,Thüringen,,,,DE,DEU,Lichens,Plantae,,,,,Rote Liste der Flechten (Lichenes) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2020
1871,Europe,Germany,Thüringen,,,,DE,DEU,Ferns,Plantae,Tracheophyta,Polypodiopsida,,,Rote Liste der Farn- und Blütenpflanzen (Pteridophyta et Spermatophyta) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2010
1872,Europe,Germany,Thüringen,,,,DE,DEU,Flowering Plant,Plantae,Tracheophyta,,,,Rote Liste der Farn- und Blütenpflanzen (Pteridophyta et Spermatophyta) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2010
1873,Europe,Germany,Thüringen,,,,DE,DEU,Bryophytes,Plantae,,,,,Rote Liste der Moose (Bryophyta) Thüringens 2011,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2011
1874,Europe,Germany,Thüringen,,,,DE,DEU,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Rote Liste der Armleuchteralgen (Charophyceae) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2010
1875,Europe,Germany,Thüringen,,,,DE,DEU,Red Algae,Plantae,,,,,Rote Liste der Süßwasser-Rotalgen (Rhodophyceae) Thüringens 2011,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2011
1876,Europe,Germany,Thüringen,,,,DE,DEU,Lichens,Plantae,,,,,Rote Liste der Flechten (Lichenes) Thüringens 2011,https://tlubn.thueringen.de/naturschutz/rote-listen/pflanzen,German,2011
1877,Europe,Germany,Thüringen,,,,DE,DEU,Mushrooms,Fungi,,,,,Rote Liste der Pilze („Fungi“) Thüringens 2020,https://tlubn.thueringen.de/naturschutz/rote-listen/pilze,German,2020
1878,Europe,Germany,Thüringen,,,,DE,DEU,Phytoparasitic Microfungi,Fungi,,,,,"Rote Liste der phytoparasitischen Kleinpilze (Brandpilze [Ustilaginomycetes, Exobasidiomycetes], Antherenbrände [Microbotryaceae], Wurzelgallbrände [Entorrhizaceae], Rostpilze [Pucciniales], Echte Mehltaupilze [Erysiphaceae], Falsche Mehltaue [Peronosporaceae] und Weißroste [Albuginaceae]) Thüringens 2020",https://tlubn.thueringen.de/naturschutz/rote-listen/pilze,German,2019
1879,Europe,Germany,Thüringen,,,,DE,DEU,Myxomycetes,Protozoa,Mycetozoa,Myxomycetes,,,Rote Liste der Schleimpilze (Myxomycetes) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/pilze,German,2010
1880,Europe,Germany,Thüringen,,,,DE,DEU,Large Mushrooms,Fungi,,,,,Rote Liste der Großpilze („Macromycetes“) Thüringens 2010,https://tlubn.thueringen.de/naturschutz/rote-listen/pilze,German,2010
1881,Europe,Germany,Thüringen,,,,DE,DEU,Phytoparasitic Microfungi,Fungi,,,,,"Rote Liste der phytoparasitischen Kleinpilze (Peronosporales, Erysiphales, „Ustilaginales“, Uredinales) Thüringens 2011",https://tlubn.thueringen.de/naturschutz/rote-listen/pilze,German,2011
1882,Europe,Kosovo,,,,,XK,KOS,Vascular Plants,Plantae,Tracheophyta,,,,Lista e kuqe e florës vaskulare të Republikës së Kosovës,https://www.ammk-rks.net/al/lajmi-single/249,German,2015
1883,Europe,Kosovo,,,,,XK,KOS,Fauna,Animalia,,,,,Red Book of Fauna of the Republic of Kosovo,https://www.ammk-rks.net/assets/cms/uploads/files/Publikime-raporte/v2Red_Book_-_6_Shtator_1_(1).pdf,German,2019
1884,Europe,Kosovo,,,,,XK,KOS,Vascular Plants,Plantae,Tracheophyta,,,,LIBRI I KUQ I FLORËS VASKULARE TË REPUBLIKËS SË KOSOVËS (THE RED BOOK OF VASCULAR FLORA OF THE REPUBLIC OF KOSOVO),https://www.researchgate.net/publication/271646738_LIBRI_I_KUQ_I_FLORES_VASKULARE_TE_REPUBLIKES_SE_KOSOVES_THE_RED_BOOK_OF_VASCULAR_FLORA_OF_THE_REPUBLIC_OF_KOSOVO,German,2013
1885,Europe,Liechtenstein,,,,,LI,LIE,Vascular Plants,Plantae,Tracheophyta,,,,Rote Liste der gefährdeten und seltenen Gefässpflanzen des Fürstentums Liechtenstein 2006,https://buntundartenreich.at/upload/file/Rote_Liste_der_Gef%C3%A4sspflanzen_des_F%C3%BCrstentums_Liechtenstein_2006.pdf,German,2006
1886,Europe,Liechtenstein,,,,,LI,LIE,Vascular Plants,Plantae,Tracheophyta,,,,Rote Liste der gefährdeten und seltenen Gefässpflanzenarten des Fürstentums Liechtenstein,https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b1-rl_gefaesspflanzen.pdf,German,1984
1887,Europe,Liechtenstein,,,,,LI,LIE,Bats,Animalia,Chordata,Mammalia,Chiroptera,,Die Fledermäuse des Fürstentums Liechtenstein,https://www.llv.li/serviceportal2/amtsstellen/amt-fuer-umwelt/publikationen/naturkindliche-forschung/b2-fledermaeuse-2.pdf,German,1984
