id,continent,gadm_level_0,gadm_level_1,gadm_level_2,region_custom,region_detail,iso_2,iso_3,taxa,kingdom,phylum,class,order,family,source_name,source_link,language,year
998,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Grasshoppers,Animalia,Arthropoda,Insecta,Orthoptera,,Rote Liste und kommentiertes Verzeichnis der Heuschrecken und Fangschrecken Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2019
999,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Odonata,Animalia,Arthropoda,Insecta,Odonata,,Rote Liste der Libellen Baden-Württembergs und der Naturräume,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2005
1001,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Arachnida,Animalia,Arthropoda,Arachnida,,,Rote Liste und Checkliste der Spinnentiere (Arachnida) Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2003
1003,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Opiliones,Animalia,Arthropoda,Arachnida,Opiliones,,Rote Liste und Checkliste der Spinnentiere (Arachnida) Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2003
1005,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Gastropoda,Animalia,Mollusca,Gastropoda,,,Rote Liste und Artenverzeichnis der Schnecken und Muscheln Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2008
1007,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Bivalvia,Animalia,Mollusca,Bivalvia,,,Rote Liste und Artenverzeichnis der Schnecken und Muscheln Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2008
1008,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Ferns,Plantae,Tracheophyta,Polypodiopsida,,,Rote Liste der Farn- und Blütenpflanzen Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2023
1009,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Flowering Plant,Plantae,Tracheophyta,,,,Rote Liste der Farn- und Blütenpflanzen Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2023
1011,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Bryophytes,Plantae,,,,,Rote Liste und Artenverzeichnis der Moose Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2005
1012,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Lichens,Plantae,,,,,Rote Liste und Artenverzeichnis der Flechten Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2008
1015,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Red Algae,Plantae,,,,,Erlauterungen zur Roten Liste der limnischen Rot- und Braunalgen Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2019
1016,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Brown Algae,Plantae,,,,,Erlauterungen zur Roten Liste der limnischen Rot- und Braunalgen Baden-Württembergs,https://www.lubw.baden-wuerttemberg.de/natur-und-landschaft/rote-listen,German,2019
1017,Europe,Germany,Baden-Württemberg,,,,DE,DEU,Breeding Birds,Animalia,Chordata,Aves,,,,https://www.ogbw.de/images/ogbw/files/other/rote_liste_brutvogelarten_BW.pdf,German,
1018,Europe,Germany,,,,,DE,DEU,Migratory Birds,Animalia,Chordata,Aves,,,,https://www.researchgate.net/publication/260814822_Rote_Liste_Wandernder_Vogelarten_Deutschlands_1_Fassung_31Dezember_2012,German,
1019,Europe,Germany,Bayern,,,,DE,DEU,Vascular Plants,Plantae,Tracheophyta,,,,Regionalisierte Florenliste Bayerns mit Gefährdungseinstufungen,https://www.lfu.bayern.de/natur/rote_liste_pflanzen/doc/pflanzen/rl_pflanzen_gesamt.pdf,German,2003
1020,Europe,Germany,Bayern,,,,DE,DEU,Bryophytes,Plantae,,,,,Rote Liste der Moose (Bryophyta) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_moose/index.htm,German,2019
1022,Europe,Germany,Bayern,,,,DE,DEU,Lichens,Plantae,,,,,Rote Liste der Flechten (Lichenes) Bayerns,https://www.rote-liste-zentrum.de/en/Download-Vertebrates-1874.html,German,2019
1024,Europe,Germany,Bayern,,,,DE,DEU,Large Mushrooms,Fungi,,,,,Rote Liste der Großpilze Bayerns,https://www.rote-liste-zentrum.de/en/Download-Vertebrates-1874.html,German,2010
1025,Europe,Germany,Bayern,,,,DE,DEU,Charophyceae,Plantae,Charophyta,Charophyceae,,,Rote Liste der Armleuchteralgen (Charophyceae) Bayerns,https://www.rote-liste-zentrum.de/en/Download-Vertebrates-1874.html,German,2022
1027,Europe,Germany,Bayern,,,,DE,DEU,Mayflies,Animalia,Arthropoda,Insecta,Ephemeroptera,,Rote Liste gefährdeter Eintagsfliegen (Ephemeroptera) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1028,Europe,Germany,Bayern,,,,DE,DEU,Earwigs,Animalia,Arthropoda,Insecta,Dermaptera,,Rote Liste gefährdeter Eintagsfliegen (Ephemeroptera) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1029,Europe,Germany,Bayern,,,,DE,DEU,Blattodea,Animalia,Arthropoda,Insecta,Blattodea,,Rote Liste gefährdeter Ohrwürmer (Dermaptera) und Schaben (Blattodea) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1030,Europe,Germany,Bayern,,,,DE,DEU,Auchenorrhyncha,Animalia,Arthropoda,Insecta,Hemiptera,,Rote Liste gefährdeter Ohrwürmer (Dermaptera) und Schaben (Blattodea) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1031,Europe,Germany,Bayern,,,,DE,DEU,Big-Eyed Bugs,Animalia,Arthropoda,Insecta,Hemiptera,,Rote Liste gefährdeter Landwanzen (Heteroptera: Geocorisae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1032,Europe,Germany,Bayern,,,,DE,DEU,Nepomorpha,Animalia,Arthropoda,Insecta,Hemiptera,,"Rote Liste gefährdeter Wasserwanzen (Hydrocorisae, Gerromorpha) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1034,Europe,Germany,Bayern,,,,DE,DEU,Water Beetles,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste gefährdeter Wasserkäfer1 (Coleoptera aquatica) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1035,Europe,Germany,Bayern,,,,DE,DEU,Staphylinoidea,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste gefährdeter Kurzflüglerartiger (Coleoptera: Staphylinoidea) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1036,Europe,Germany,Bayern,,,,DE,DEU,Diversicornia,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,Rote Liste gefährdeter „Diversicornia“ (Coleoptera) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1037,Europe,Germany,Bayern,,,,DE,DEU,Cucujoidea,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste gefährdeter Cucujoidea (Coleoptera: „Clavicornia“) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1038,Europe,Germany,Bayern,,,,DE,DEU,Bostrichoidea,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste gefährdeter Heteromera (Coleoptera: Tenebrionidea) und Teredilia (Coleoptera: Bostrichoidea) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1039,Europe,Germany,Bayern,,,,DE,DEU,Tenebrionidae,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Rote Liste gefährdeter Heteromera (Coleoptera: Tenebrionidea) und Teredilia (Coleoptera: Bostrichoidea) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1041,Europe,Germany,Bayern,,,,DE,DEU,Lamellicornia,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste gefährdeter Blatthornkäfer (Coleoptera: Lamellicornia) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1042,Europe,Germany,Bayern,,,,DE,DEU,Longhorn Beetles,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste gefährdeter Bockkäfer (Coleoptera: Cerambycidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1043,Europe,Germany,Bayern,,,,DE,DEU,Leaf Beetles,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste gefährdeter Blatt- und Samenkäfer (Coleoptera: Chrysomelidae et Bruchidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1044,Europe,Germany,Bayern,,,,DE,DEU,Seed Beetles,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste gefährdeter Blatt- und Samenkäfer (Coleoptera: Chrysomelidae et Bruchidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1045,Europe,Germany,Bayern,,,,DE,DEU,Weevils,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste gefährdeter Rüsselkäfer (Coleoptera: Curculionoidea) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1046,Europe,Germany,Bayern,,,,DE,DEU,Bark Beetles,Animalia,Arthropoda,Insecta,Coleoptera,,"Rote Liste gefährdeter Borkenkäfer (Coleoptera: Scolytidae), Breitrüssler (Anthribidae) und Kernkäfer (Platypodidae) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1047,Europe,Germany,Bayern,,,,DE,DEU,Anthribidae,Animalia,Arthropoda,Insecta,Coleoptera,Anthribidae,"Rote Liste gefährdeter Borkenkäfer (Coleoptera: Scolytidae), Breitrüssler (Anthribidae) und Kernkäfer (Platypodidae) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1048,Europe,Germany,Bayern,,,,DE,DEU,Platypodidae,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,"Rote Liste gefährdeter Borkenkäfer (Coleoptera: Scolytidae), Breitrüssler (Anthribidae) und Kernkäfer (Platypodidae) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1049,Europe,Germany,Bayern,,,,DE,DEU,Sawflies,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste gefährdeter Pflanzenwespen (Hymenoptera: „Symphyta“) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1050,Europe,Germany,Bayern,,,,DE,DEU,Scolioidea,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste gefährdeter „Dolchwespenartiger“ (Hymenoptera: „Scolioidea“) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1051,Europe,Germany,Bayern,,,,DE,DEU,Cuckoo Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste gefährdeter Ameisen (Hymenoptera: Formicoidea) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1052,Europe,Germany,Bayern,,,,DE,DEU,Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste gefährdeter Faltenwespen (Hymenoptera: Vespidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1053,Europe,Germany,Bayern,,,,DE,DEU,Pompilidae,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Rote Liste gefährdeter Wegwespen (Hymenoptera: Pompilidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1054,Europe,Germany,Bayern,,,,DE,DEU,Sphecidae,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Rote Liste gefährdeter Grabwespen (Hymenoptera: Sphecidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1055,Europe,Germany,Bayern,,,,DE,DEU,Ants,Animalia,Arthropoda,Insecta,Hymenoptera,,Rote Liste gefährdeter Ameisen (Hymenoptera: Formicoidea) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1056,Europe,Germany,Bayern,,,,DE,DEU,Sphinges,Animalia,Arthropoda,Insecta,Lepidoptera,,"Rote Liste gefährdeter Nachtfalter (Lepidoptera: Sphinges, Bombyces, Noctuidae, Geometridae) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1057,Europe,Germany,Bayern,,,,DE,DEU,Bombyces,Animalia,Arthropoda,Insecta,Lepidoptera,,"Rote Liste gefährdeter Nachtfalter (Lepidoptera: Sphinges, Bombyces, Noctuidae, Geometridae) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1058,Europe,Germany,Bayern,,,,DE,DEU,Geometridae,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,"Rote Liste gefährdeter Nachtfalter (Lepidoptera: Sphinges, Bombyces, Noctuidae, Geometridae) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1059,Europe,Germany,Bayern,,,,DE,DEU,Noctuidae,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,"Rote Liste gefährdeter Nachtfalter (Lepidoptera: Sphinges, Bombyces, Noctuidae, Geometridae) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1060,Europe,Germany,Bayern,,,,DE,DEU,Ceratopogonidae,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Rote Liste gefährdeter Gnitzen (Diptera: Ceratopogonidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1061,Europe,Germany,Bayern,,,,DE,DEU,Psychodidae,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Rote Liste gefährdeter Schmetterlingsmücken (Diptera: Psychodidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1062,Europe,Germany,Bayern,,,,DE,DEU,Thaumaleidae,Animalia,Arthropoda,Insecta,Diptera,Thaumaleidae,Rote Liste gefährdeter Dunkelmücken (Diptera: Thaumaleidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1063,Europe,Germany,Bayern,,,,DE,DEU,Soldier Flies,Animalia,Arthropoda,Insecta,Diptera,,Rote Liste gefährdeter Waffenfliegen (Diptera: Stratiomyidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1064,Europe,Germany,Bayern,,,,DE,DEU,Horse-Flies,Animalia,Arthropoda,Insecta,Diptera,,Rote Liste gefährdeter Bremsen (Diptera: Tabanidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1065,Europe,Germany,Bayern,,,,DE,DEU,Bee Flies,Animalia,Arthropoda,Insecta,Diptera,,Rote Liste gefährdeter Wollschweber (Diptera: Bombyliidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1066,Europe,Germany,Bayern,,,,DE,DEU,Asilidae,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Rote Liste gefährdeter Raubfliegen (Diptera: Asilidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1067,Europe,Germany,Bayern,,,,DE,DEU,Empididae,Animalia,Arthropoda,Insecta,Diptera,Empididae,Rote Liste gefährdeter aquatischer Tanzfliegen (Diptera: Empididae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1068,Europe,Germany,Bayern,,,,DE,DEU,Hoverflies,Animalia,Arthropoda,Insecta,Diptera,,Rote Liste gefährdeter Schwebfliegen (Diptera: Syrphidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1069,Europe,Germany,Bayern,,,,DE,DEU,Conopidae,Animalia,Arthropoda,Insecta,Diptera,Conopidae,Rote Liste gefährdeter Dickkopffliegen (Diptera: Conopidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1070,Europe,Germany,Bayern,,,,DE,DEU,Chironomidae,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Rote Liste gefährdeter Zuckmücken (Diptera: Chironomidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1071,Europe,Germany,Bayern,,,,DE,DEU,Dolichopodidae,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Rote Liste gefährdeter Langbeinfliegen (Diptera: Dolichopodidae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1072,Europe,Germany,Bayern,,,,DE,DEU,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,Rote Liste gefährdeter Spinnen (Arachnida: Araneae) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1073,Europe,Germany,Bayern,,,,DE,DEU,Opiliones,Animalia,Arthropoda,Arachnida,Opiliones,,Rote Liste gefährdeter Weberknechte (Arachnida: Opiliones) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1074,Europe,Germany,Bayern,,,,DE,DEU,Pseudoscorpiones,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,,Rote Liste gefährdeter Pseudoskorpione (Arachnida: Pseudoscorpiones) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1075,Europe,Germany,Bayern,,,,DE,DEU,Marine Crustaceans,Animalia,Arthropoda,,,,"Rote Liste gefährdeter wasserbewohnender Krebse, exkl. Kleinstkrebse (limn. Crustacea) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1076,Europe,Germany,Bayern,,,,DE,DEU,Woodlice,Animalia,Arthropoda,Isopoda,,,Rote Liste gefährdeter Lamdasseln (Isopoda: Onisidea) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1077,Europe,Germany,Bayern,,,,DE,DEU,Centipedes,Animalia,Arthropoda,Chilopoda,,,"Rote Liste gefährdeter Hundert- und Tausendfüßer (Myriapoda: Chilopoda, Diplopoda) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1078,Europe,Germany,Bayern,,,,DE,DEU,Millipedes,Animalia,Arthropoda,Diplopoda,,,"Rote Liste gefährdeter Hundert- und Tausendfüßer (Myriapoda: Chilopoda, Diplopoda) Bayerns",https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm,German,2003
1079,Europe,Germany,Bayern,,,,DE,DEU,Butterflies,Animalia,Arthropoda,Insecta,Lepidoptera,,Rote Liste und Gesamtartenliste der Tagfalter (Lepidoptera: Rhopalocera) Bayerns,https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2016
1081,Europe,Germany,Bayern,,,,DE,DEU,Breeding Birds,Animalia,Chordata,Aves,,,Rote Liste und Liste der Brutvögel Bayerns (2016),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2016
1083,Europe,Germany,Bayern,,,,DE,DEU,Orthoptera,Animalia,Arthropoda,Insecta,Orthoptera,,Rote Liste und Gesamtartenliste der Heuschrecken (Saltatoria) Bayerns (2016),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2016
1085,Europe,Germany,Bayern,,,,DE,DEU,Mammals,Animalia,Chordata,Mammalia,,,Rote Liste und kommentierte Gesamtartenliste der Säugetiere Bayerns (2017),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2017
1087,Europe,Germany,Bayern,,,,DE,DEU,Odonata,Animalia,Arthropoda,Insecta,Odonata,,"Rote Liste und Gesamtartenliste der Libellen Bayerns (2017, aktualisiert Feb. 2018)",https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2018
1089,Europe,Germany,Bayern,,,,DE,DEU,Amphibians,Animalia,Chordata,Amphibia,,,Rote Liste und Gesamtartenliste der Lurche (Amphibia) Bayerns (2019),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2019
1092,Europe,Germany,Bayern,,,,DE,DEU,Reptiles,Animalia,Chordata,Reptilia,,,Rote Liste und Gesamtartenliste der Kriechtiere (Reptilia) Bayerns (2019),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2019
1093,Europe,Germany,Bayern,,,,DE,DEU,Ground Beetle,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste und Gesamtartenliste der Laufkäfer und Sandlaufkäfer (Coleoptera: Carabidae) Bayerns (2020),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2020
1095,Europe,Germany,Bayern,,,,DE,DEU,Tiger Beetles,Animalia,Arthropoda,Insecta,Coleoptera,,Rote Liste und Gesamtartenliste der Laufkäfer und Sandlaufkäfer (Coleoptera: Carabidae) Bayerns (2020),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2020
1096,Europe,Germany,Bayern,,,,DE,DEU,Net-Winged Insects,Animalia,Arthropoda,Insecta,Neuroptera,,"Rote Liste und Gesamtartenliste der Netzflügler (Neuropterida: Raphidioptera, Megaloptera, Neuroptera) Bayerns (2020)",https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2020
1098,Europe,Germany,Bayern,,,,DE,DEU,Stoneflies,Animalia,Arthropoda,Insecta,Plecoptera,,Rote Liste und Gesamtartenliste der Steinfliegen (Plecoptera) Bayerns (2021),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2023
1099,Europe,Germany,Bayern,,,,DE,DEU,Bees,Animalia,Arthropoda,Insecta,Hymenoptera,,"Rote Liste und Gesamtartenliste der Bienen (Hymenoptera, Anthophila) Bayerns (2021)",https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2021
1101,Europe,Germany,Bayern,,,,DE,DEU,Fishes,Animalia,Chordata,,,,Rote Liste und Gesamtartenliste der Fische und Rundmäuler Bayerns (2021),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2021
1102,Europe,Germany,Bayern,,,,DE,DEU,Cyclostomata,Animalia,Chordata,,,,Rote Liste und Gesamtartenliste der Fische und Rundmäuler Bayerns (2021),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2021
1105,Europe,Germany,Bayern,,,,DE,DEU,Mollusca,Animalia,Mollusca,,,,Rote Liste und Gesamtartenliste der Weichtiere (Mollusca) Bayerns (2022),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2022
1106,Europe,Germany,Bayern,,,,DE,DEU,Mollusca,Animalia,Mollusca,,,,Rote Liste und Gesamtartenliste der Weichtiere (Mollusca) Bayerns (2022),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2022
1108,Europe,Germany,Bayern,,,,DE,DEU,Lepidoptera,Animalia,Arthropoda,Insecta,Lepidoptera,,Rote Liste und Gesamtartenliste der Kleinschmetterlinge (Lepidoptera) Bayerns - Teil I (2022),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2022
1109,Europe,Germany,Bayern,,,,DE,DEU,Lepidoptera,Animalia,Arthropoda,Insecta,Lepidoptera,,Rote Liste und Gesamtartenliste der Kleinschmetterlinge (Lepidoptera) Bayerns - Teil II (2022),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2022
1110,Europe,Germany,Bayern,,,,DE,DEU,Caddisflies,Animalia,Arthropoda,Insecta,Trichoptera,,Rote Liste und Gesamtartenliste der Köcherfliegen (Trichoptera) Bayerns (2023),https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2023
1112,Europe,Germany,Bayern,,,,DE,DEU,Auchenorrhyncha,Animalia,Arthropoda,Insecta,Hemiptera,,"Rote Liste und Gesamtartenliste der Zikaden (Hemiptera, Auchenorrhyncha) Bayerns (2024)",https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm,German,2023
1114,Europe,Germany,Berlin,,,,DE,DEU,Flowering Plant,Plantae,Tracheophyta,,,,Rote Liste und Gesamtartenliste der etablierten Farn- und Blütenpflanzen von Berlin,https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/farn-und-bluetenpflanzen/,German,2018
1115,Europe,Germany,Berlin,,,,DE,DEU,Ferns,Plantae,Tracheophyta,Polypodiopsida,,,Rote Liste und Gesamtartenliste der etablierten Farn- und Blütenpflanzen von Berlin,https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/farn-und-bluetenpflanzen/,German,2018
1116,Europe,Germany,Berlin,,,,DE,DEU,Bryophytes,Plantae,,,,,Rote Liste und Gesamtartenliste der Moose (Bryophyta) von Berlin,https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/moose/,German,2016
1117,Europe,Germany,Berlin,,,,DE,DEU,Lichens,Plantae,,,,,Rote Liste und Gesamtartenliste der Flechten (Lichenes) von Berlin,https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/flechten/,German,2016
1118,Europe,Germany,Berlin,,,,DE,DEU,Boletales,Fungi,Basidiomycota,Agaricomycetes,Boletales,,Rote Liste und Gesamtartenliste der Röhrlinge s. l. (Boletales) von Berlin,https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/pilze/,German,2016
1119,Europe,Germany,Berlin,,,,DE,DEU,Characeae,Plantae,Charophyta,Charophyceae,Charales,Characeae,Rote Liste und Gesamtartenliste der Armleuchteralgen (Characeae) von Berlin,https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/algen/,German,2016
1120,Europe,Germany,Berlin,,,,DE,DEU,Red Algae,Plantae,,,,,Rote Liste und Gesamtartenliste der limnischen Rotalgen (Rhodophyta) und Braunalgen (Phaeophyceae) von Berlin,https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/algen/,German,2016
1121,Europe,Germany,Berlin,,,,DE,DEU,Brown Algae,Plantae,,,,,Rote Liste und Gesamtartenliste der limnischen Rotalgen (Rhodophyta) und Braunalgen (Phaeophyceae) von Berlin,https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/algen/,German,2016
1122,Europe,Germany,Berlin,,,,DE,DEU,Lichenicolous Fungus,Fungi,,,,,Rote Liste und Gesamtartenliste der flechtenbewohnenden (lichenicolen) Pilze von Berlin,https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/pilze/,German,2016
